Host.genus	Virus	KB	contig_length	checkv_quality	provirus	gene_count	viral_genes	completeness	contamination	warnings	AAI.to.closest.RaFAH.reference	Confidence.score	List.of.methods
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Meinhardsimonia	Brothers_NWCB_S012_vRhyme_bin_86	31513	40513	Low-quality	No	47	8	25.93	0		4.44	90.2	blast;92.70 iPHoP-RF;56.00
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S139_vRhyme_bin_223	10484	11984	Low-quality	No	18	5	16.93	0	low-confidence DTR	7.33	90.2	blast;92.70 iPHoP-RF;85.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S140_vRhyme_bin_115	5604	7104	Low-quality	No	12	3	5.59	0		6.35	93.1	blast;95.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S140_vRhyme_bin_137	11745	16245	Low-quality	No	23	5	25.13	0		3.79	91.4	blast;93.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S140_vRhyme_bin_154	18684	20184	Low-quality	No	26	10	36.21	0		7.37	90.2	blast;92.70 iPHoP-RF;87.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S140_vRhyme_bin_8	10154	14654	Low-quality	No	16	7	22.84	0		13.17	92.5	blast;94.60 iPHoP-RF;69.50
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S140_vRhyme_bin_95	20884	23884	Low-quality	No	28	4	29.59	0		5.36	91.6	blast;93.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S141_vRhyme_bin_62	88785	115785	High-quality	No	132	16	95.69	0		21.16	91.6	blast;93.90 iPHoP-RF;89.50 CRISPR;54.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S141_vRhyme_bin_64	25915	33415	Low-quality	No	41	10	36.19	0		11.59	92.1	blast;94.30 iPHoP-RF;66.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S146_vRhyme_bin_137	17046	20046	Low-quality	No	28	8	31.46	0		21.16	91.5	blast;93.80 iPHoP-RF;78.50
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S146_vRhyme_bin_39	35108	45608	Medium-quality	No	58	12	78.09	0		17.27	91	blast;93.40 iPHoP-RF;79.50 CRISPR;68.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S146_vRhyme_bin_43	12706	17206	Low-quality	No	27	2	29.98	0		5.8	91.6	blast;93.90 iPHoP-RF;61.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Bowl_M2_vRhyme_bin_240	14658	19158	Low-quality	No	29	7	31.66	0		13.77	91.6	blast;93.90 iPHoP-RF;69.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Bowl_M2_vRhyme_bin_256	9635	11135	Low-quality	No	15	1	7.97	0		5.55	91.5	blast;93.80 iPHoP-RF;75.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Bowl_M2_vRhyme_bin_257	5729	7229	Low-quality	No	10	3	10.08	0		17	91.6	blast;93.90 iPHoP-RF;77.50
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Tui_Malila_T10_vRhyme_bin_82	7823	9323	Low-quality	No	15	2	9.91	0		3.38	90.9	blast;93.30 iPHoP-RF;63.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S012_NODE_4955_length_9506_cov_3.640580	9506	9506	Low-quality	No	15	5	15.15	0		44.19	90.8	blast;93.20 iPHoP-RF;72.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	Brothers_NWCB_S146_NODE_1023_length_18537_cov_71.045899	18537	18537	Low-quality	No	27	11	32.25	0		7.33	90.2	blast;92.70 iPHoP-RF;87.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Bowl_M2_NODE_2880_length_19340_cov_3.063238	19340	19340	Low-quality	No	34	1	5.09	0		1.82	91.6	blast;93.90 iPHoP-RF;83.90 CRISPR;68.00
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Tui_Malila_T2_NODE_3119_length_17406_cov_1.445396	17406	17406	Low-quality	No	18	2	10.96	0		2.32	91.4	iPHoP-RF;93.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga	ELSC_Tui_Malila_T2_NODE_189_length_70160_cov_5.207188_fragment_1	24077	24077	Medium-quality	No	34	10	56.04	0		14.3	91.6	blast;93.90 iPHoP-RF;75.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S012_vRhyme_bin_33	14108	18608	Low-quality	No	20	4	36.39	0		4.06	91.1	blast;93.50 iPHoP-RF;74.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S012_vRhyme_bin_79	38023	41023	Medium-quality	No	55	23	74.79	0		35.12	91.4	blast;93.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S139_vRhyme_bin_271	37829	39329	High-quality	No	66	19	100	0		14.09	91.1	blast;93.50
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S140_vRhyme_bin_145	6108	7608	Low-quality	No	9	3	14.09	0		10.31	93	blast;95.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S140_vRhyme_bin_2	207039	225039	High-quality	No	247	56	100	0	contig >1.5x longer than expected genome length	19.19	97.8	CRISPR;98.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S146_vRhyme_bin_161	16221	22221	Low-quality	No	23	4	40.86	0		4.94	93	blast;95.00 iPHoP-RF;76.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	ELSC_Abe_128-326_vRhyme_bin_32	13440	16440	Low-quality	No	16	6	27.99	0		25.76	95.6	blast;96.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	ELSC_Mariner_M17_vRhyme_bin_136	67619	72119	High-quality	No	106	28	100	0		20.88	91	blast;93.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	MAR_Rainbow_354-166_vRhyme_bin_164	33055	34555	Medium-quality	No	51	16	89.55	0		11.09	98.1	CRISPR;98.60 iPHoP-RF;77.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	Brothers_NWCB_S141_NODE_2177_length_19481_cov_5.840653	19481	19481	Low-quality	No	29	2	46.02	0		7.21	98.7	CRISPR;99.00 iPHoP-RF;55.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	ELSC_Abe_A3_NODE_192_length_42581_cov_3.903896	42581	42581	Medium-quality	No	66	24	67.95	0	low-confidence DTR	16.76	91.4	blast;93.70 iPHoP-RF;61.10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales_A;f__SZUA-152;g__DRQN01	ELSC_Mariner_M17_NODE_16804_length_6205_cov_6.272787	6205	6205	Low-quality	No	6	2	10.56	0		59.35	90.8	blast;93.20 iPHoP-RF;51.20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	Brothers_NWCB_S139_vRhyme_bin_173	39761	41261	High-quality	No	60	21	100	0		16.23	91.1	blast;93.50 iPHoP-RF;63.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	Brothers_NWCB_S139_vRhyme_bin_268	10374	11874	Low-quality	No	16	6	13.89	0		6.49	91.4	blast;93.70 iPHoP-RF;64.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	Brothers_NWCB_S140_vRhyme_bin_27	36792	41292	Medium-quality	No	41	18	65.72	0		9.25	91.6	blast;93.90 iPHoP-RF;58.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	ELSC_Bowl_M2_vRhyme_bin_90	24386	25886	Low-quality	No	39	2	20.55	0		3.67	90.4	blast;92.90 iPHoP-RF;59.20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	ELSC_Tui_Malila_T2_vRhyme_bin_58	44728	47728	High-quality	No	67	5	100	0		4.28	97.5	CRISPR;98.20 blast;91.80 iPHoP-RF;68.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	ELSC_Tui_Malila_T2_vRhyme_bin_70	66463	78463	High-quality	No	92	33	93.93	0		33.22	91.6	blast;93.90 iPHoP-RF;51.50
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	Brothers_NWCB_S139_NODE_18_length_186253_cov_14.506200_fragment_2	147969	147969	Medium-quality	No	185	3	66.24	0		6.29	91.6	blast;93.90 iPHoP-RF;57.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	Brothers_NWCB_S139_NODE_25943_length_5058_cov_2.476171	5058	5058	Low-quality	No	6	1	2.72	0		18.17	93.4	blast;95.30 iPHoP-RF;64.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	Brothers_NWCB_S140_NODE_2390_length_11142_cov_2.689787	11142	11142	Low-quality	No	12	1	2.73	0		15.97	93	blast;95.00 iPHoP-RF;87.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	ELSC_Tui_Malila_134-614_scaffold_3422_c1	10888	10888	Low-quality	No	25	3	29.23	0	low-confidence DTR	5.01	94.7	CRISPR;96.30 blast;94.80 iPHoP-RF;86.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	ELSC_Tui_Malila_T2_NODE_7081_length_11352_cov_6.120267	11352	11352	Low-quality	No	25	3	30.48	0		5.01	94.7	CRISPR;96.30 blast;95.40 iPHoP-RF;78.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	ELSC_Tui_Malila_T2_NODE_610_length_40797_cov_5.773986	40797	40797	High-quality	No	49	7	97.78	0		5.45	91.6	blast;93.90 iPHoP-RF;54.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__	MAR_Rainbow_354-166_scaffold_184_c1_fragment_2	11419	11419	Low-quality	No	15	3	11.81	0		9.15	91.6	blast;93.90 iPHoP-RF;52.00
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	Brothers_NWCB_S139_vRhyme_bin_74	5877	7377	Low-quality	No	9	1	11.69	0		6.54	90.8	blast;93.20 iPHoP-RF;79.80
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	Brothers_NWCB_S140_vRhyme_bin_91	13621	15121	Low-quality	No	23	5	18.71	0		6.16	93.9	CRISPR;95.70 iPHoP-RF;62.50
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	Brothers_NWCB_S012_NODE_275_length_46483_cov_23.950815	46483	46483	Medium-quality	No	60	12	87.78	0		4.03	98.5	CRISPR;98.90 iPHoP-RF;66.80
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	Brothers_NWCB_S141_NODE_664_length_37443_cov_6.390824	37443	37443	Medium-quality	No	46	16	79.99	0		14.69	95.4	CRISPR;96.80 iPHoP-RF;71.50
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	Brothers_NWCB_S141_NODE_3374_length_15197_cov_4.254678	15197	15197	Low-quality	No	20	5	31.11	0		15.29	90.7	blast;93.10 iPHoP-RF;75.90
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	ELSC_Bowl_M2_NODE_927_length_34554_cov_7.953292	34554	34554	Low-quality	No	51	14	42.65	0	low-confidence DTR	6.05	97.5	CRISPR;98.20 iPHoP-RF;58.40
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1924	MAR_Rainbow_354-166_scaffold_4239_c1	14227	14227	Low-quality	No	28	2	17.75	0		1.59	90.8	blast;93.20 iPHoP-RF;84.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella	Brothers_NWCB_S139_NODE_2953_length_16576_cov_2.809046_fragment_1	6889	6889	Low-quality	No	10	8	16.73	0		47.34	90.9	blast;93.30 iPHoP-RF;69.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__	Brothers_NWCB_S141_vRhyme_bin_39	77000	92000	High-quality	No	111	17	90.35	0		8.83	95.7	CRISPR;97.00
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__	Brothers_NWCB_S012_NODE_3856_length_10914_cov_8.702698	10914	10914	Low-quality	No	24	4	24.18	0		2.27	90.3	blast;92.80 iPHoP-RF;79.50
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__	Brothers_NWCB_S012_NODE_465_length_36222_cov_42.031445	36222	36222	High-quality	No	56	16	100	0		7.11	97.3	CRISPR;98.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__	Brothers_NWCB_S139_NODE_22938_length_5431_cov_1.427225	5431	5431	Low-quality	No	7	2	15.49	0		23.03	90.2	blast;92.70 iPHoP-RF;74.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__	Brothers_NWCB_S139_NODE_788_length_33642_cov_14.599940	33642	33642	Complete	No	53	16	100	0		7.11	96.6	CRISPR;97.60
d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__DRLW01;g__DRLW01	ELSC_Mariner_M17_vRhyme_bin_181	24576	27576	Low-quality	No	45	8	45.24	0		4.82	90.1	blast;92.60 iPHoP-RF;73.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672	Brothers_NWCB_S139_vRhyme_bin_35	7799	9299	Low-quality	No	10	2	16.23	0		8.14	91.8	blast;94.10 iPHoP-RF;60.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672	Brothers_NWCB_S141_vRhyme_bin_120	13407	14907	Low-quality	No	19	6	30.14	0		19.51	93.4	blast;95.30 iPHoP-RF;73.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672	Brothers_NWCB_S146_vRhyme_bin_131	12214	13714	Low-quality	No	10	2	29.77	0		10.69	93.5	blast;95.40 iPHoP-RF;80.60
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672	EPR_4281-140_vRhyme_bin_30	87283	100783	High-quality	No	120	35	97.79	0		15.78	91.4	blast;93.70 iPHoP-RF;69.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672	Brothers_NWCB_S012_NODE_3733_length_11134_cov_4.652494	11134	11134	Low-quality	No	12	1	4.38	0		8.83	90.6	blast;93.00 iPHoP-RF;71.30
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672	Brothers_NWCB_S141_NODE_412_length_46186_cov_16.461886	46186	46186	Complete	No	55	11	100	0		4.1	98.1	CRISPR;98.60 iPHoP-RF;60.10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__DRKS01	ELSC_Mariner_M17_vRhyme_bin_198	27462	30462	Medium-quality	No	32	19	50.09	0		12.24	90	blast;92.50
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__DRKS01	ELSC_Tui_Malila_134-614_vRhyme_bin_77	10039	11539	Low-quality	No	14	2	14.72	0		6.11	90.4	blast;92.90 iPHoP-RF;52.20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__DRKS01	Brothers_NWCB_S139_NODE_9752_length_8788_cov_2.450064	8788	8788	Low-quality	No	10	1	8.89	0		7.77	91.4	blast;93.70 iPHoP-RF;65.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__DRKS01	EPR_4281-140_scaffold_7502_c1	5789	5789	Low-quality	No	9	1	5.85	0		10.95	90.4	blast;92.90 iPHoP-RF;51.20
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__	Brothers_NWCB_S012_vRhyme_bin_61	12325	13825	Low-quality	No	17	2	16.91	0		6.38	91.6	blast;93.90 iPHoP-RF;61.90
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__	ELSC_Mariner_131-447_scaffold_9673_c1	5145	5145	Low-quality	No	11	1	3.77	0		2.52	90.1	blast;92.60 iPHoP-RF;71.70
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalospirales;f__Thiohalospiraceae;g__	Brothers_NWCB_S139_NODE_493_length_42334_cov_2.488213	42334	42334	Low-quality	No	68	16	43.83	0		8.07	95.4	CRISPR;96.80 iPHoP-RF;53.30
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_LC_S014_vRhyme_bin_45	53293	60793	High-quality	No	87	15	100	0		6.04	97.6	CRISPR;98.30
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_LC_S016_vRhyme_bin_163	26439	27939	Low-quality	No	35	1	36.97	0		2.72	94.7	blast;96.30 iPHoP-RF;90.50 CRISPR;89.50
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S013_vRhyme_bin_21	10013	11513	Low-quality	No	11	4	17.13	0		4.92	90	blast;92.50 iPHoP-RF;66.80
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S017_vRhyme_bin_1	151582	174082	Medium-quality	No	187	21	61.9	0		6.91	90.4	blast;92.90 iPHoP-RF;56.80
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S017_vRhyme_bin_10	28419	31419	Low-quality	No	39	5	43.94	0		5.25	98.5	CRISPR;98.90
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S017_vRhyme_bin_6	23015	27515	Low-quality	No	40	8	34.09	0		5.17	98.5	CRISPR;98.90 iPHoP-RF;53.60
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S145_vRhyme_bin_48	21707	27707	Low-quality	No	24	3	34.42	0		2.84	91.7	CRISPR;94.00 iPHoP-RF;55.40
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S145_vRhyme_bin_61	8561	11561	Low-quality	No	17	5	15.24	0		3.92	95	CRISPR;96.50
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	ELSC_Tui_Malila_T11_vRhyme_bin_121	6958	8458	Low-quality	No	11	1	7.15	0		7.21	90.1	blast;92.60
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_LC_S014_NODE_724_length_16218_cov_40.253806	16218	16218	Low-quality	No	28	1	13.71	0		6.36	90.8	blast;93.20 iPHoP-RF;73.50
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S013_NODE_136_length_40968_cov_8.255356	40968	40968	Complete	No	60	13	100	0		5.75	98.4	CRISPR;98.80
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S013_NODE_173_length_35792_cov_10.124576	35792	35792	Medium-quality	No	57	11	50.24	0	low-confidence DTR	8.54	98.1	CRISPR;98.60 iPHoP-RF;63.30
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	Brothers_NWCA_S143_NODE_194_length_48681_cov_4.987684	48681	48681	Medium-quality	No	67	2	54.54	0		6.36	96.9	CRISPR;97.80 iPHoP-RF;92.40 blast;90.60
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__	ELSC_Tui_Malila_132-544_scaffold_201_c1	32133	32133	Low-quality	No	54	11	42.02	0		6.97	98.5	CRISPR;98.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Cetia	Guaymas_4559-240_vRhyme_bin_5	226838	298838	High-quality	No	322	82	99.25	0		34.31	97.9	CRISPR;98.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Cetia	Guaymas_4571-419_vRhyme_bin_41	27745	30745	Low-quality	No	60	6	41.91	0		5.44	93.1	blast;95.10 iPHoP-RF;87.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Cetia	Guaymas_4571-419_scaffold_707_c1	19015	19015	Low-quality	No	30	9	48.95	0		4.64	91.4	iPHoP-RF;93.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_LC_S016_vRhyme_bin_122	67404	73404	High-quality	No	103	13	100	0		5.16	90.4	blast;92.90 iPHoP-RF;68.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_LC_S016_vRhyme_bin_14	47925	62925	Low-quality	No	80	7	30.6	0		4.82	91.5	blast;93.80 iPHoP-RF;50.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_LC_S016_vRhyme_bin_28	69605	87605	Medium-quality	No	91	8	70.89	0		6.03	90.4	blast;92.90 iPHoP-RF;81.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_LC_S016_vRhyme_bin_36	172595	222095	High-quality	No	249	45	99	0		15.21	94.3	CRISPR;96.00 iPHoP-RF;93.40 blast;92.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_LC_S016_vRhyme_bin_42	112973	121973	High-quality	No	123	19	100	0		10.62	90.9	blast;93.30 iPHoP-RF;83.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S017_vRhyme_bin_11	16611	18111	Low-quality	No	25	14	34.45	0		7.77	92.6	iPHoP-RF;94.70 CRISPR;79.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S017_vRhyme_bin_5	23247	24747	Low-quality	No	34	9	35.78	0		10.71	94.5	CRISPR;96.10 iPHoP-RF;89.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S143_vRhyme_bin_7	148507	202507	High-quality	No	220	43	99.27	0		23.2	93	blast;95.00 iPHoP-RF;70.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S145_vRhyme_bin_11	67633	78133	High-quality	No	100	33	100	0		17.12	95.6	CRISPR;96.90 iPHoP-RF;81.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S145_vRhyme_bin_5	134678	164678	High-quality	No	198	43	100	0	contig >1.5x longer than expected genome length	12.24	95.6	CRISPR;96.90 iPHoP-RF;70.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S145_vRhyme_bin_62	11760	14760	Low-quality	No	20	6	21.95	0		10.66	91	iPHoP-RF;93.40 blast;93.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_NWCA_S145_vRhyme_bin_82	26966	28466	Low-quality	No	41	16	34.36	0		7.77	92.6	iPHoP-RF;94.70 CRISPR;89.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140	Brothers_UC_S010_vRhyme_bin_38	40532	54032	Low-quality	No	50	4	48.17	0		5.01	91.6	blast;93.90 iPHoP-RF;90.10
